"word","present","len","vowels","consonants","nonletters"
"bidations",0,9,4,5,0
"hulkily",1,7,2,5,0
"horometer",1,9,4,5,0
"kiredis",0,7,3,4,0
"deutheringlence",0,15,6,9,0
"cwgfnwk",0,7,0,7,0
"eupolyzoan",1,10,5,5,0
"dilutor",1,7,3,4,0
"mordelloid",1,10,4,6,0
"quadratrix",1,10,4,6,0
"hised",0,5,2,3,0
"zanthoxylum",1,11,3,8,0
"tohatchi",1,8,3,5,0
"subun",0,5,2,3,0
"anaerobioses",1,12,7,5,0
"anagers",0,7,3,4,0
"agistment",1,9,3,6,0
"overbless",0,9,3,6,0
"acism",0,5,2,3,0
"alexiler",0,8,4,4,0
"blyioslatele",0,12,5,7,0
"nscyilaledo",0,11,4,7,0
"resensation",0,11,5,6,0
"chite",0,5,2,3,0
"outbacks",1,8,3,5,0
"welldoo",0,7,3,4,0
"ibidingly",0,9,3,6,0
"corallum",1,8,3,5,0
"racreriswng",0,11,3,8,0
"neepandemium",0,12,6,6,0
"mecca",1,5,2,3,0
"poseck",0,6,2,4,0
"tremolando",1,10,4,6,0
"overableness",0,12,5,7,0
"sinistrorse",1,11,4,7,0
"trollo",0,6,2,4,0
"colliculate",1,11,5,6,0
"mylodon",1,7,2,5,0
"firked",1,6,2,4,0
"uromere",1,7,4,3,0
"beabled",0,7,3,4,0
"bromination",1,11,5,6,0
"accessoriness",1,13,5,8,0
"aless",0,5,2,3,0
"orren",1,5,2,3,0
"flashes",1,7,2,5,0
"a'dyyuapudcrlipranmiiy",0,22,8,14,1
"mitiffoleas",0,11,5,6,0
"stular",0,6,2,4,0
"sterization",0,11,5,6,0
"uncolant",0,8,3,5,0
"cizwlsnfvcigezpdi",0,17,4,13,0
"extri",0,5,2,3,0
"vmrozmvedboc'nd",0,15,3,12,1
"jmlgaz'uiuwqkc",0,14,4,10,1
"synangia",1,8,3,5,0
"rescores",1,8,3,5,0
"petechia",1,8,4,4,0
"essentialist",1,12,5,7,0
"yearningly",1,10,3,7,0
"backaw",0,6,2,4,0
"waister",1,7,3,4,0
"pujmeyuuaq",0,10,5,5,0
"chalassoed",0,10,4,6,0
"huckaback",1,9,3,6,0
"benedikt",1,8,3,5,0
"overconfident",1,13,5,8,0
"asianization",1,12,7,5,0
"vinaigued",0,9,5,4,0
"dylana",1,6,2,4,0
"straightedges",1,13,4,9,0
"bbpxyc'avbevoljj",0,16,3,13,1
"trypetid",1,8,2,6,0
"almadan",1,7,3,4,0
"arederickers",0,12,5,7,0
"vituperadvantarctic",0,19,7,12,0
"huzzas",1,6,2,4,0
"calamitotic",0,11,5,6,0
"namopointersificalled",0,21,9,12,0
"bathomeboat",0,11,5,6,0
"hebraicise",1,10,5,5,0
"yhcy",0,4,0,4,0
"glycolipide",1,11,4,7,0
"madzoon",1,7,3,4,0
"kricteingly",0,11,3,8,0
"overplussite",0,12,5,7,0
"heaty",0,5,2,3,0
"itamalate",1,9,5,4,0
"jtfhed",0,6,1,5,0
"pocitulmonatie",0,14,7,7,0
"enticeship",0,10,4,6,0
"truditor",0,8,3,5,0
"pointlessness",1,13,4,9,0
"improbabilities",1,15,7,8,0
"bologically",0,11,4,7,0
"proroubline",0,11,5,6,0
"ogunquit",1,8,4,4,0
"redeliveries",1,12,6,6,0
"paxillae",1,8,4,4,0
"armied",1,6,3,3,0
"contum",0,6,2,4,0
"ptgks",0,5,0,5,0
"datic",0,5,2,3,0
"corers",1,6,2,4,0
"phantasmagory",1,13,4,9,0
"perishability",1,13,5,8,0
"subsoilers",1,10,4,6,0
"toyally",0,7,2,5,0
"communicableness",1,16,6,10,0
"libonucleotide",0,14,7,7,0
"ataxiameter",1,11,6,5,0
"baperycarnicamauseninatisscanend",0,32,13,19,0
"herboat",0,7,3,4,0
"orthographicalnesses",0,20,7,13,0
"saturatory",0,10,4,6,0
"lcbxrrrfwgkeskifboni'db",0,23,4,19,1
"summerhouse",1,11,5,6,0
"tympanoperiotic",1,15,6,9,0
"prosas",0,6,2,4,0
"pyej'''pqaydw",0,13,2,11,3
"inutimuts",0,9,4,5,0
"reers",0,5,2,3,0
"antichlorine",1,12,5,7,0
"brd",0,3,0,3,0
"achafe",1,6,3,3,0
"vicitally",0,9,3,6,0
"italicism",1,9,4,5,0
"hatemonger",1,10,4,6,0
"pedersen",1,8,3,5,0
"occur",1,5,2,3,0
"triethylstilbestrols",0,20,5,15,0
"unnesia",0,7,4,3,0
"gcammisiasseifore",0,17,8,9,0
"tabors",1,6,2,4,0
"palicourea",1,10,6,4,0
"wmdzoezvwrpf",0,12,2,10,0
"plet",0,4,1,3,0
"drenneidlead",0,12,5,7,0
"revaluated",1,10,5,5,0
"preshipping",1,11,3,8,0
"higdon",1,6,2,4,0
"inderallchetenessely",0,20,7,13,0
"ermalinda",1,9,4,5,0
"xthtywkbyhf'",0,12,0,12,1
"arenigging",0,10,4,6,0
"unchangers",0,10,3,7,0
"ypolentawemipan",0,15,6,9,0
"tontaciprcanoming",0,17,6,11,0
"clodhopperish",1,13,4,9,0
"phosphine",1,9,3,6,0
"fountably",0,9,3,6,0
"indiligence",1,11,5,6,0
"nimoliegastrocia",0,16,8,8,0
"anthropoiesis",0,13,6,7,0
"upwheel",1,7,3,4,0
"sylvicolidae",1,12,5,7,0
"splenopexia",1,11,5,6,0
"acroblacrentagermlesse",0,22,8,14,0
"princessly",1,10,2,8,0
"skinfood",1,8,3,5,0
"'l'uihnldbnhdliai",0,17,5,12,2
"winceyette",1,10,4,6,0
"theres",1,6,2,4,0
"nishaicyass",0,11,4,7,0
"nonruminant",1,11,4,7,0
"declassed",1,9,3,6,0
"kirgless",0,8,2,6,0
"unsnapballed",0,12,4,8,0
"quytes",1,6,2,4,0
"britinointipicu",0,15,7,8,0
"chassels",0,8,2,6,0
"chatterygotiativenesses",0,23,9,14,0
"punkest",1,7,2,5,0
"discerptions",1,12,4,8,0
"ribcage",1,7,3,4,0
"dawbry",1,6,1,5,0
"conversating",0,12,4,8,0
"superiologists",0,14,6,8,0
"oscillos",0,8,3,5,0
"bobble",1,6,2,4,0
"trashiness",1,10,3,7,0
"tonina",1,6,3,3,0
"unaccouplit",0,11,5,6,0
"disputtins",0,10,3,7,0
"adansonia",1,9,5,4,0
"edmontifiedness",0,15,6,9,0
"pseudobulb",1,10,4,6,0
"picing",0,6,2,4,0
"bretwalda",1,9,3,6,0
"shoddia",0,7,3,4,0
"ethiodynamogal",0,14,6,8,0
"ilwyciugdd",0,10,3,7,0
"tricovination",0,13,6,7,0
"animatic",1,8,4,4,0
"alondectes",0,10,4,6,0
"followings",1,10,3,7,0
"lambyx",0,6,1,5,0
"tertoveunolodntebicodnte",0,24,10,14,0
"asms",0,4,1,3,0
"platyrrhiny",1,11,2,9,0
"uriveloune",0,10,6,4,0
"untremulant",1,11,4,7,0
"siephobrine",0,11,5,6,0
"unparbiquitang",0,14,6,8,0
"aerenchyma",1,10,4,6,0
"oversubtlety",1,12,4,8,0
"gaminesses",1,10,4,6,0
"klongs",1,6,1,5,0
"precensured",1,11,4,7,0
"bedder",1,6,2,4,0
"atherationality",0,15,7,8,0
"quirement",0,9,4,5,0
"prehenne",0,8,3,5,0
"p'angbburuvhw",0,13,3,10,1
"amoxibusterstandsters",0,21,7,14,0
"circumstantiviral",0,17,6,11,0
"perforator",1,10,4,6,0
"immuration",1,10,5,5,0
"samotherium",1,11,5,6,0
"cfsq",0,4,0,4,0
"cijpksvmtibsls",0,14,2,12,0
"thamnium",1,8,3,5,0
"evulgarlicking",0,14,5,9,0
"nester",1,6,2,4,0
"wrectinglor",0,11,3,8,0
"bumemamanabrwdoupt",0,18,7,11,0
"perceptiveness",1,14,5,9,0
"chounes",0,7,3,4,0
"prosstoa",1,8,3,5,0
"lipsticks",1,9,2,7,0
"hogging",1,7,2,5,0
"lophophorine",1,12,5,7,0
"simul",1,5,2,3,0
"subpolygonatum",0,14,5,9,0
"lite",1,4,2,2,0
"bummer",1,6,2,4,0
"crest",1,5,1,4,0
"cruciating",1,10,4,6,0
"emidlnfiolvc'nebjnxxiq",0,22,6,16,1
"acceleroblasts",0,14,5,9,0
"brittanic",1,9,3,6,0
"porthron",0,8,2,6,0
"interseminates",0,14,6,8,0
"caradon",1,7,3,4,0
"antomorph",0,9,3,6,0
"quomodos",1,8,4,4,0
"nonreplacement",1,14,5,9,0
"baudrick",1,8,3,5,0
"justinianean",1,12,6,6,0
"dottle",1,6,2,4,0
"autocephalus",0,12,6,6,0
"jibwometaploid",0,14,6,8,0
"caroaches",1,9,4,5,0
"spondyls",1,8,1,7,0
"teliferous",1,10,5,5,0
"nonmutually",1,11,4,7,0
"proempiricist",1,13,5,8,0
"populser",0,8,3,5,0
"ammey",0,5,2,3,0
"hogmentanences",0,14,5,9,0
"wwuzrhhid'uuhmvhawsyk",0,21,5,16,1
"phlebiting",0,10,3,7,0
"mesprises",1,9,3,6,0
"inturns",1,7,2,5,0
"dubuncole",0,9,4,5,0
"voiturin",1,8,4,4,0
"reponed",1,7,3,4,0
"chittings",0,9,2,7,0
"recarociaw",0,10,5,5,0
"reborrows",1,9,3,6,0
"supernaculums",1,13,5,8,0
"nonconfluenza",0,13,5,8,0
"waypner",0,7,2,5,0
"kapellmeister",1,13,5,8,0
"vendaval",1,8,3,5,0
"allium",1,6,3,3,0
"polyteridemasils",0,16,6,10,0
"prostindeenwreis",0,16,6,10,0
"girtline",1,8,3,5,0
"reobtains",1,9,4,5,0
"suckbussubgle",0,13,4,9,0
"nonfle",0,6,2,4,0
"nonguests",1,9,3,6,0
"unswearescer",0,12,5,7,0
"sinaitic",1,8,4,4,0
"snarliamenism",0,13,5,8,0
"apocentre",1,9,4,5,0
"c'xoohmgwn",0,10,2,8,1
"scabriusculose",1,14,6,8,0
"zoototemism",1,11,5,6,0
"uilealilunttaerakerapinewelacis",0,31,16,15,0
"limbeck",1,7,2,5,0
"proped",0,6,2,4,0
"chemstrand",1,10,2,8,0
"dicoumarins",1,11,5,6,0
"nodanybyrathanterus",0,19,6,13,0
"nonprever",0,9,3,6,0
"jackhandiest",0,12,4,8,0
"dinnertimes",1,11,4,7,0
"primulida",0,9,4,5,0
"fagottist",1,9,3,6,0
"pugids",0,6,2,4,0
"straightforwardnesses",1,21,6,15,0
"sarus",1,5,2,3,0
"barbamol",0,8,3,5,0
"horeyma",0,7,3,4,0
"focsle",1,6,2,4,0
"oftenness",1,9,3,6,0
"patessnes",0,9,3,6,0
"influents",1,9,3,6,0
"mesembryanthemiasciurus",0,23,9,14,0
"indions",0,7,3,4,0
"maywings",1,8,2,6,0
"district",1,8,2,6,0
"ence",0,4,2,2,0
"overmentasketchicalleggca",0,25,9,16,0
"regrinderbottidros",0,18,6,12,0
"tottier",1,7,3,4,0
"boulanger",1,9,4,5,0
"cataphasias",0,11,5,6,0
"mente",0,5,2,3,0
"zooming",1,7,3,4,0
"tanquiro",0,8,4,4,0
"endpapers",1,9,3,6,0
"motoneuralgias",0,14,7,7,0
"hairweavings",1,12,5,7,0
"factyly",0,7,1,6,0
"uncentral",0,9,3,6,0
"saddlebrained",0,13,5,8,0
"alcanisations",0,13,6,7,0
"mestrocoly",0,10,3,7,0
"proboscidean",1,12,5,7,0
"paideutic",1,9,5,4,0
"stalued",0,7,3,4,0
"rattlingish",0,11,3,8,0
"mahmal",1,6,2,4,0
"ectosarcous",1,11,5,6,0
"leus",0,4,2,2,0
"hyposthenia",1,11,4,7,0
"ptravgylwlawbq'cdminxtkjqalf",0,28,4,24,1
"ui",0,2,2,0,0
"rzolrku'''x''dl",0,15,2,13,5
"uprist",1,6,2,4,0
"harity",0,6,2,4,0
"pronas",0,6,2,4,0
"loloner",0,7,3,4,0
"ananketed",0,9,4,5,0
"migraphia",0,9,4,5,0
"vegenos",0,7,3,4,0
"tchponism",0,9,2,7,0
"sphyraenidae",1,12,5,7,0
"pranonchinderoudninatliommatlllovarethoreringse",0,47,18,29,0
"karli",1,5,2,3,0
"misbrandian",0,11,4,7,0
"flomeds",0,7,2,5,0
"rgebhi",0,6,2,4,0
"baldad",1,6,2,4,0
"yrikquyhktzwcmdxb",0,17,2,15,0
"completestamarany",0,17,6,11,0
"bearer",1,6,3,3,0
"whens",1,5,1,4,0
"hibin",0,5,2,3,0
"nudnick",1,7,2,5,0
"pulvinni",1,8,3,5,0
"phoch",0,5,1,4,0
"mattrass",1,8,2,6,0
"bronchaldazine",0,14,5,9,0
"roccelloid",0,10,4,6,0
"chucklebone",0,11,4,7,0
"wgpkshgflwfy'",0,13,0,13,1
"mesodontist",0,11,4,7,0
"fonvill",0,7,2,5,0
"ponglisedinodw",0,14,5,9,0
"ocjivkflbflilnp'ojpiwtuapwzd",0,28,7,21,1
"supererogatory",1,14,6,8,0
"wory",0,4,1,3,0
"kilter",1,6,2,4,0
"flearbited",0,10,4,6,0
"nmgfoxwjoujbwrrwntc",0,19,3,16,0
"overpretonecobium",0,17,8,9,0
"revette",0,7,3,4,0
"custocks",1,8,2,6,0
"fugitive",1,8,4,4,0
"alishacunthosmins",0,17,6,11,0
"holds",1,5,1,4,0
"hinch",1,5,1,4,0
"unliking",1,8,3,5,0
"unfellowlike",1,12,5,7,0
"dersintis",0,9,3,6,0
"trhacasurs",0,10,3,7,0
"algaeology",1,10,5,5,0
"prrusteedestreereromos",0,22,9,13,0
"orran",1,5,2,3,0
"rachauffeusing",0,14,6,8,0
"freemorphilyeable",0,17,7,10,0
"yatopdwqqsjioxehj",0,17,5,12,0
"unsluices",1,9,4,5,0
"pownies",1,7,3,4,0
"trophic",1,7,2,5,0
"nabalus",1,7,3,4,0
"titian",1,6,3,3,0
"ans",0,3,1,2,0
"unregurgeries",0,13,6,7,0
"squatterproof",1,13,5,8,0
"telepath",1,8,3,5,0
"satiewmarkpoterfuluxes",0,22,9,13,0
"vmrp",0,4,0,4,0
"jtaoqbphkxpv'ojavoeqcvrs",0,24,6,18,1
"tendentiousness",1,15,6,9,0
"coinventing",1,11,4,7,0
"guwznlctttqvqbqkeva",0,19,3,16,0
"macariableness",0,14,6,8,0
"entapophysial",1,13,5,8,0
"buxosens",0,8,3,5,0
"agee",1,4,3,1,0
"unavailful",1,10,5,5,0
"traletrindocuitltyt",0,19,6,13,0
"antieugenic",1,11,6,5,0
"sleswick",1,8,2,6,0
"spheroidisation",1,15,7,8,0
"phithom",1,7,2,5,0
"talker",1,6,2,4,0
"gosporidae",0,10,5,5,0
"undeparter",0,10,4,6,0
"ananda",1,6,3,3,0
"polymerisation",1,14,6,8,0
"wometowess",0,10,4,6,0
"vassily",1,7,2,5,0
"ruteriform",0,10,4,6,0
"curandero",1,9,4,5,0
"sphermenism",0,11,3,8,0
"unford",0,6,2,4,0
"avulte",0,6,3,3,0
"tred",0,4,1,3,0
"acanagen",0,8,4,4,0
"arquated",1,8,4,4,0
"ossmaxmbkmeqlqsvayaurb",0,22,6,16,0
"unrecognised",1,12,5,7,0
"vvforzoummr",0,11,3,8,0
"transubstruckmole",0,17,5,12,0
"circumference",1,13,5,8,0
"yeramt",0,6,2,4,0
"enclitics",1,9,3,6,0
"extrovertibly",0,13,4,9,0
"voidal",0,6,3,3,0
"puddleproof",0,11,4,7,0
"dounperdizesms",0,14,5,9,0
"netter",1,6,2,4,0
"satanology",1,10,4,6,0
"brokenheartener",0,15,6,9,0
"apostatism",1,10,4,6,0
"fomiscaisule",0,12,6,6,0
"keslahas",0,8,3,5,0
"aminta",1,6,3,3,0
"crepis",1,6,2,4,0
"vvjijntjecxnqbd",0,15,2,13,0
"peption",0,7,3,4,0
"uncommersionist",0,15,6,9,0
"nilotic",1,7,3,4,0
"platessigenes",0,13,5,8,0
"weldor",1,6,2,4,0
"neuronym",1,8,3,5,0
"chiai",1,5,3,2,0
"polysin",0,7,2,5,0
"deviationist",1,12,6,6,0
"chinookan",1,9,4,5,0
"lacintrfaenaheruleclopoongiermas",0,32,14,18,0
"acres",1,5,2,3,0
"obeyers",1,7,3,4,0
"ryleyearbad",0,11,4,7,0
"zared",1,5,2,3,0
"crenulation",1,11,5,6,0
"unstaysail",0,10,4,6,0
"newgawen",0,8,3,5,0
"uabjkgqixkevrafpck",0,18,5,13,0
"sculturg",0,8,2,6,0
"fibrisations",0,12,5,7,0
"finianiship",0,11,5,6,0
"birl",1,4,1,3,0
"noninflammatory",1,15,5,10,0
"axiniform",1,9,4,5,0
"abiete",0,6,4,2,0
"tal",1,3,1,2,0
"ur''lmrpafrdrlzcymok'g",0,22,3,19,3
"ovitioenand",0,11,6,5,0
"hyzya",0,5,1,4,0
"assorblas",0,9,3,6,0
"panderma",1,8,3,5,0
"beerbelly",1,9,3,6,0
"madrilitype",0,11,4,7,0
"edallediatoun",0,13,7,6,0
"involucella",0,11,5,6,0
"vltpeslezc''bisnq",0,17,3,14,2
"tkdysbchhbzfiycizppk",0,20,2,18,0
"hokier",1,6,3,3,0
"relimity",0,8,3,5,0
"overfallen",1,10,4,6,0
"m'gjfix''fxfeb'wpqtxye",0,22,3,19,4
"bb",1,2,0,2,0
"premenstrually",1,14,4,10,0
"judgeship",1,9,3,6,0
"xanthophore",1,11,4,7,0
"magindanao",1,10,5,5,0
"naish",1,5,2,3,0
"sempiternizes",0,13,5,8,0
"postdigenemiclinomining",0,23,9,14,0
"fairview",1,8,4,4,0
"scootching",1,10,3,7,0
"tubfish",1,7,2,5,0
"wnos",0,4,1,3,0
"mauvines",1,8,4,4,0
"pxdmzwntbkxpplivijwbuzpdev",0,26,4,22,0
"krambukrounprent",0,16,5,11,0
"aus",0,3,2,1,0
"gymslip",1,7,1,6,0
"duster",1,6,2,4,0
"waxers",1,6,2,4,0
"twistor",1,7,2,5,0
"teruteru",1,8,4,4,0
"nonindulgiate",0,13,6,7,0
"geotechnist",0,11,4,7,0
"mammoni",1,7,3,4,0
"husband",1,7,2,5,0
"qwiazkaitithtvbblvvuef",0,22,7,15,0
"tallinarseille",0,14,6,8,0
"subclinically",1,13,4,9,0
"kynthomasville",0,14,4,10,0
"metopryls",1,9,2,7,0
"podocarp",1,8,3,5,0
"acivensamoly",0,12,5,7,0
"f'ccakugs",0,9,2,7,1
"there",1,5,2,3,0
"apocrystallman",0,14,4,10,0
"actiniarian",1,11,6,5,0
"countertop",1,10,4,6,0
"microsecond",1,11,4,7,0
"meghan",1,6,2,4,0
"ardath",1,6,2,4,0
"cornel",1,6,2,4,0
"dissyish",0,8,2,6,0
"salley",1,6,2,4,0
"ortet",1,5,2,3,0
"unshawl",1,7,2,5,0
"flagstaffs",1,10,2,8,0
"tiees",0,5,3,2,0
"spatterdash",1,11,3,8,0
"nonnachromleadonaraphotogitrupedualluenchecriatheadomissocancryo",0,64,27,37,0
"nephorelike",0,11,5,6,0
"eyrkojpv'lgcygzcux",0,18,3,15,1
"eccring",0,7,2,5,0
"bewig",1,5,2,3,0
"elixed",1,6,3,3,0
"springtown",1,10,2,8,0
"hlon",0,4,1,3,0
"myxospongiae",1,12,5,7,0
"slubbering",1,10,3,7,0
"cnidocyst",1,9,2,7,0
"barr",1,4,1,3,0
"mvaekaoswi",0,10,5,5,0
"telekij'btnltajziwvu'",0,21,6,15,2
"christianography",1,16,5,11,0
"ylcodrmgpckkahxzlpzmcvyhp",0,25,2,23,0
"acroctas",0,8,3,5,0
"lvkkj'asjyzsbgr",0,15,1,14,1
"chaetanotis",0,11,5,6,0
"undereying",1,10,4,6,0
"teleodesmacea",1,13,7,6,0
"mellifluousness",1,15,6,9,0
"voyettyism",0,10,3,7,0
"mor",1,3,1,2,0
"macrocephalous",1,14,6,8,0
"corfiots",1,8,3,5,0
"gnycttv'joaohtntboeaxyjs",0,24,6,18,1
"interwise",0,9,4,5,0
"noncomplementary",1,16,5,11,0
"squire",1,6,3,3,0
"pess'krtdk",0,10,1,9,1
"tralleness",0,10,3,7,0
"porkman",1,7,2,5,0
"spinstrelessly",0,14,3,11,0
"alluids",0,7,3,4,0
"cc",1,2,0,2,0
"hitmen",1,6,2,4,0
"mewls",1,5,1,4,0
"gravagered",0,10,4,6,0
"nonconducture",0,13,5,8,0
"saladroobrigatonical",0,20,9,11,0
"scutelliplantar",1,15,5,10,0
"cetologist",1,10,4,6,0
"ooenbfzluaneodqvjlwqn",0,21,7,14,0
"mamseller",0,9,3,6,0
"mescuzer",0,8,3,5,0
"pseudodramatically",1,18,7,11,0
"gravianism",0,10,4,6,0
"epeehl",0,6,3,3,0
"draba",1,5,2,3,0
"unisomorphic",1,12,5,7,0
"superspecular",0,13,5,8,0
"undefra",0,7,3,4,0
"ancine",0,6,3,3,0
"unworshipful",1,12,4,8,0
"sitlbadnyrs",0,11,2,9,0
"hedonically",1,11,4,7,0
"biirwmrvcwufrcklvntl",0,20,3,17,0
"burnweed",1,8,3,5,0
"thallochlore",1,12,4,8,0
"jarrelled",0,9,3,6,0
"shadine",1,7,3,4,0
"polycythaemic",1,13,4,9,0
"acholous",1,8,4,4,0
"lavon",1,5,2,3,0
"sotols",1,6,2,4,0
"strapontins",1,11,3,8,0
"pemis",0,5,2,3,0
"musketry",1,8,2,6,0
"treptor",0,7,2,5,0
"memorablenesses",1,15,6,9,0
"cmyb",0,4,0,4,0
"ciszek",1,6,2,4,0
"fo'ikojojhzns'dumjskshtpywc'",0,28,5,23,3
"tussled",1,7,2,5,0
"beneighbored",1,12,5,7,0
"parasympathetic",1,15,5,10,0
"repudiations",1,12,6,6,0
"acientaliatone",0,14,8,6,0
"skzlntclbtunvtou",0,16,3,13,0
"epizoplayanimatah",0,17,8,9,0
"lymphogranulomatosis",1,20,7,13,0
"xmnieobmyxciy",0,13,4,9,0
"qvntrtreqkjzzo",0,14,2,12,0
"timne",1,5,2,3,0
"eivnzptjjvgsca",0,14,3,11,0
"gazpi",0,5,2,3,0
"ickhrns",0,7,1,6,0
"pavemental",1,10,4,6,0
"mandington",0,10,3,7,0
"bonaveria",1,9,5,4,0
"taxoseusynanting",0,16,6,10,0
"cically",0,7,2,5,0
"locor",0,5,2,3,0
"timeliine",1,9,5,4,0
"ime",0,3,2,1,0
"jundi",0,5,2,3,0
"inventorying",1,12,4,8,0
"irenidae",0,8,5,3,0
"dorsoabdominalisations",0,22,10,12,0
"zkubqtwcsuqrhef",0,15,3,12,0
"tetioted",0,8,4,4,0
"narras",1,6,2,4,0
"condybooms",0,10,3,7,0
"randalia",1,8,4,4,0
"eausthriota",0,11,6,5,0
"boggling",0,8,2,6,0
"uepaboma",0,8,5,3,0
"jxdarba",0,7,2,5,0
"declaimants",1,11,4,7,0
"galia",0,5,3,2,0
"amaurosis",1,9,5,4,0
"literaryism",1,11,4,7,0
"hauls",1,5,2,3,0
"rowletts",1,8,2,6,0
"poidently",0,9,3,6,0
"cline",1,5,2,3,0
"tetraceratous",1,13,6,7,0
"respiritual",0,11,5,6,0
"anchimbeyebence",0,15,6,9,0
"clacton",1,7,2,5,0
"'cewsuoczdjudwfxqguzhkr",0,23,5,18,1
"cowriter",1,8,3,5,0
"truisms",1,7,2,5,0
"clession",0,8,3,5,0
"undaentrinvia",0,13,6,7,0
"overneglectfulness",1,18,6,12,0
"tv",1,2,0,2,0
"unated",0,6,3,3,0
"jgclginslrl",0,11,1,10,0
"gordan",1,6,2,4,0
"conotonthewalc",0,14,5,9,0
"dolichocracies",0,14,6,8,0
"cornwallis",1,10,3,7,0
"unmartyr",1,8,2,6,0
"farreation",1,10,5,5,0
"insincerite",0,11,5,6,0
"preadolescent",1,13,5,8,0
"ourpologpes",0,11,5,6,0
"centrates",0,9,3,6,0
"exochlegadvist",0,14,5,9,0
"scaul",1,5,2,3,0
"argently",0,8,2,6,0
"precantagitart",0,14,5,9,0
"impicoel",0,8,4,4,0
"bridesman",1,9,3,6,0
"sideless",1,8,3,5,0
"fructiferously",1,14,5,9,0
"cories",1,6,3,3,0
"kados",1,5,2,3,0
"rhoenoun",0,8,4,4,0
"hatbrushes",1,10,3,7,0
"accreted",1,8,3,5,0
"mmedote",0,7,3,4,0
"semnopithecine",1,14,6,8,0
"ombudsperson",1,12,4,8,0
"dagruaeetochybanin",0,18,8,10,0
"zygogeness",0,10,3,7,0
"aporetical",1,10,5,5,0
"mauritanie",1,10,6,4,0
"rangifer",1,8,3,5,0
"rotariat",0,8,4,4,0
"ntoruerveme",0,11,5,6,0
"litigiousness",1,13,6,7,0
"luller",1,6,2,4,0
"scausly",0,7,2,5,0
"croissant",1,9,3,6,0
"milisodymaxua",0,13,6,7,0
"mammalogy",1,9,3,6,0
"orsa",1,4,2,2,0
"europa",1,6,4,2,0
"tinsels",1,7,2,5,0
"enfoncee",1,8,4,4,0
"'pkf'v'gczlyehys",0,16,1,15,3
"homochromatic",1,13,5,8,0
"crewell",0,7,2,5,0
"shulamite",1,9,4,5,0
"subcritical",1,11,4,7,0
"ybislffvbxibx",0,13,2,11,0
"chroporackierpothetic",0,21,8,13,0
"natika",1,6,3,3,0
"picrotoxins",1,11,4,7,0
"bushments",0,9,2,7,0
"reisc",0,5,2,3,0
"haquetted",0,9,4,5,0
"bushkill",1,8,2,6,0
"naphthoquinone",1,14,6,8,0
"foreignness",1,11,4,7,0
"nonhomogeneous",1,14,7,7,0
"counterligament",0,15,6,9,0
"zostomiumittingle",0,17,7,10,0
"cowley",1,6,2,4,0
"posadas",1,7,3,4,0
"migraphylouish",0,14,5,9,0
"taphoniate",0,10,5,5,0
"agquewv'xvoaih",0,14,6,8,1
"stanchering",1,11,3,8,0
"amphimacean",0,11,5,6,0
"lychazvqvilsdnnykgyzkvmusiw",0,27,4,23,0
"vesiculotubular",1,15,7,8,0
"modernisation",1,13,6,7,0
"abbreviates",1,11,5,6,0
"indonesia",1,9,5,4,0
"trinely",1,7,2,5,0
"entwistable",0,11,4,7,0
"zooindism",0,9,4,5,0
"mitlchtrmmouxorbekjj",0,20,5,15,0
"kaph",1,4,1,3,0
"poulaines",1,9,5,4,0
"speedboat",1,9,4,5,0
"labobiforioung",0,14,7,7,0
"borderline",1,10,4,6,0
"neurophily",0,10,4,6,0
"bolis",0,5,2,3,0
"piery",0,5,2,3,0
"aneurs",0,6,3,3,0
"vesturing",1,9,3,6,0
"homophonic",1,10,4,6,0
"crotes",0,6,2,4,0
"pyruline",1,8,3,5,0
"discepheraphinian",0,17,7,10,0
"aldunglerigmies",0,15,6,9,0
"bdutyd",0,6,1,5,0
"rabbanite",1,9,4,5,0
"statute",1,7,3,4,0
"andropov",1,8,3,5,0
"edlsslfgnnr'ifhnfrtucdhiu",0,25,5,20,1
"imaum",1,5,3,2,0
"pironi",1,6,3,3,0
"buckminsterfullerene",1,20,7,13,0
"chaulmoogras",1,12,5,7,0
"storeroom",1,9,4,5,0
"dicteroneshates",0,15,6,9,0
"trebleness",1,10,3,7,0
"uncoveted",1,9,4,5,0
"ieot",0,4,3,1,0
"bungies",1,7,3,4,0
"listening",1,9,3,6,0
"recovery",1,8,3,5,0
"emblebes",0,8,3,5,0
"curuba",1,6,3,3,0
"tertulia",1,8,4,4,0
"namas",1,5,2,3,0
"arist",0,5,2,3,0
"nagyvrad",1,8,2,6,0
"electrothermics",1,15,5,10,0
"jurisprudents",1,13,4,9,0
"gabilight",0,9,3,6,0
"sxvce'nw",0,8,1,7,1
"flagsta",0,7,2,5,0
"mcukozl",0,7,2,5,0
"gypsoplast",1,10,2,8,0
"undampable",1,10,4,6,0
"sharecha",0,8,3,5,0
"wherewitchbackscatterspace",0,26,8,18,0
"wors",0,4,1,3,0
"anagrammats",0,11,4,7,0
"zymogenes",1,9,3,6,0
"mools",1,5,2,3,0
"asexualist",0,10,5,5,0
"othemorrhea",1,11,5,6,0
"bairas",0,6,3,3,0
"dediwxstnjeufvvlnokuvjolqn",0,26,7,19,0
"impetigos",1,9,4,5,0
"totuqude",0,8,4,4,0
"unitarist",0,9,4,5,0
